inegi_entidad,entidad,inegi_municipio,municipio,id_delito,delito,carpetas,tasa,fecha
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,3,0.32965728640556335,2016-02
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,7,0.769200325012207,2016-03
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,2,0.21977151930332184,2016-04
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,2,0.21977151930332184,2016-05
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,1,0.10988575965166092,2016-06
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,1,0.10988575965166092,2016-08
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.4395430386066437,2016-09
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.4395430386066437,2016-10
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,3,0.32965728640556335,2016-12
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,1,1.7021276950836182,2016-04
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,2,3.4042553901672363,2016-05
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,2,1.6696442365646362,2016-06
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,1,2.093977689743042,2016-11
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,1,1.8029388189315796,2016-04
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,1,1.8029388189315796,2016-05
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,1,1.8029388189315796,2016-07
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-04
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-08
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,1,4.765308380126953,2016-11
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2016-12
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-01
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-02
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-03
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,1,2.151740789413452,2016-04
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-05
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-06
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-07
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,1,2.151740789413452,2016-08
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-09
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-10
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-11
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2016-12
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-01
10,Durango,10001,Canatlan,1100,Homicidio doloso,1,2.9582297801971436,2016-02
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-03
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-04
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-05
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-06
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-07
10,Durango,10001,Canatlan,1100,Homicidio doloso,1,2.9582297801971436,2016-08
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-09
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-10
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-11
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2016-12
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-01
10,Durango,10002,Canelas,1100,Homicidio doloso,1,21.326509475708008,2016-02
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-03
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-04
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-05
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-06
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-07
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-08
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-09
10,Durango,10002,Canelas,1100,Homicidio doloso,1,21.326509475708008,2016-10
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-11
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2016-12
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-01
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-02
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-03
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-04
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-05
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-06
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-07
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-08
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-09
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-10
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-11
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2016-12
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-01
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-02
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-03
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-04
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-05
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-06
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-07
10,Durango,10004,Cuencame,1100,Homicidio doloso,1,2.744086503982544,2016-08
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-09
10,Durango,10004,Cuencame,1100,Homicidio doloso,1,2.744086503982544,2016-10
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-11
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2016-12
10,Durango,10005,Durango,1100,Homicidio doloso,2,0.30146586894989014,2016-01
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.6029317378997803,2016-02
10,Durango,10005,Durango,1100,Homicidio doloso,2,0.30146586894989014,2016-03
10,Durango,10005,Durango,1100,Homicidio doloso,3,0.4521988034248352,2016-04
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.6029317378997803,2016-05
10,Durango,10005,Durango,1100,Homicidio doloso,6,0.9043976068496704,2016-06
10,Durango,10005,Durango,1100,Homicidio doloso,8,1.2058634757995605,2016-07
10,Durango,10005,Durango,1100,Homicidio doloso,2,0.30146586894989014,2016-08
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.6029317378997803,2016-09
10,Durango,10005,Durango,1100,Homicidio doloso,6,0.9043976068496704,2016-10
10,Durango,10005,Durango,1100,Homicidio doloso,6,0.9043976068496704,2016-11
