inegi_entidad,entidad,inegi_municipio,municipio,id_delito,delito,carpetas,tasa,fecha
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,7,0.7374033331871033,2019-01
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,8,0.8427466601133347,2019-02
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.42137330770492554,2019-03
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,6,0.6320599913597107,2019-04
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,7,0.7374033331871033,2019-05
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,5,0.5267166495323181,2019-06
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.42137332260608673,2019-07
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,1,0.10534332692623138,2019-08
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,8,0.8427466601133347,2019-09
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,6,0.6320599913597107,2019-10
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,5,0.5267166495323181,2019-11
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.42137330770492554,2019-12
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,1.9859395027160645,2019-01
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-02
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,1.9859395027160645,2019-03
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-04
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-05
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-06
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-07
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,1.9859395027160645,2019-08
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-09
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-10
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2019-11
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,1.9859395027160645,2019-12
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2019-01
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2019-02
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2019-03
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2019-04
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,1,1.661653995513916,2019-05
