inegi_entidad,entidad,inegi_municipio,municipio,id_delito,delito,carpetas,tasa,fecha
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,1,0.108304463326931,2017-01
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,2,0.216608926653862,2017-03
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.433217853307724,2017-04
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,7,0.758131206035614,2017-05
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,9,0.9747401475906372,2017-06
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,2,0.216608926653862,2017-07
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,5,0.5415223240852356,2017-08
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,6,0.6498267650604248,2017-09
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,7,0.758131206035614,2017-10
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,4,0.433217853307724,2017-11
1,Aguascalientes,1001,Aguascalientes,1100,Homicidio doloso,3,0.3249133825302124,2017-12
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,2.0262603759765625,2017-03
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,2,4.052520751953125,2017-05
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,1,2.0262603759765625,2017-06
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1002,Asientos,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,1,1.6897029876708984,2017-04
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,3,5.069108963012695,2017-08
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1003,Calvillo,1100,Homicidio doloso,1,1.6897029876708984,2017-12
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,1,6.073120594024658,2017-01
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,1,6.073120594024658,2017-06
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,1,6.073120594024658,2017-09
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1004,Cosio,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,2,1.6309223175048828,2017-01
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,2,1.6309223175048828,2017-02
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,1,0.8154611587524414,2017-03
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,1,0.8154611587524414,2017-04
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,1,0.8154611587524414,2017-05
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,1,0.8154611587524414,2017-07
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,1,0.8154611587524414,2017-09
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,2,1.6309223175048828,2017-10
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1005,Jesus Maria,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,1,2.0684235095977783,2017-06
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,1,2.0684235095977783,2017-09
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1006,Pabellon De Arteaga,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,1,1.7823723554611206,2017-08
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,1,1.7823723554611206,2017-11
1,Aguascalientes,1007,Rincon De Romos,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1008,San Jose De Gracia,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1009,Tepezala,1100,Homicidio doloso,2,9.12242317199707,2017-12
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-01
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,1,4.710759162902832,2017-08
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,1,4.710759162902832,2017-09
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1010,El Llano,1100,Homicidio doloso,0,0,2017-12
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,1,2.088336706161499,2017-01
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-02
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-03
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-04
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-05
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-06
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-07
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-08
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-09
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-10
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-11
1,Aguascalientes,1011,San Francisco De Los Romo,1100,Homicidio doloso,0,0,2017-12
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-01
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-02
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-03
10,Durango,10001,Canatlan,1100,Homicidio doloso,1,2.9404845237731934,2017-04
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-05
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-06
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-07
10,Durango,10001,Canatlan,1100,Homicidio doloso,1,2.9404845237731934,2017-08
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-09
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-10
10,Durango,10001,Canatlan,1100,Homicidio doloso,1,2.9404845237731934,2017-11
10,Durango,10001,Canatlan,1100,Homicidio doloso,0,0,2017-12
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-01
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-02
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-03
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-04
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-05
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-06
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-07
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-08
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-09
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-10
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-11
10,Durango,10002,Canelas,1100,Homicidio doloso,0,0,2017-12
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-01
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-02
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-03
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-04
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-05
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-06
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-07
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-08
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-09
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-10
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-11
10,Durango,10003,Coneto De Comonfort,1100,Homicidio doloso,0,0,2017-12
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-01
10,Durango,10004,Cuencame,1100,Homicidio doloso,1,2.7259840965270996,2017-02
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-03
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-04
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-05
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-06
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-07
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-08
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-09
10,Durango,10004,Cuencame,1100,Homicidio doloso,1,2.7259840965270996,2017-10
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-11
10,Durango,10004,Cuencame,1100,Homicidio doloso,0,0,2017-12
10,Durango,10005,Durango,1100,Homicidio doloso,0,0,2017-01
10,Durango,10005,Durango,1100,Homicidio doloso,5,0.7438472509384155,2017-02
10,Durango,10005,Durango,1100,Homicidio doloso,3,0.4463083744049072,2017-03
10,Durango,10005,Durango,1100,Homicidio doloso,3,0.4463083744049072,2017-04
10,Durango,10005,Durango,1100,Homicidio doloso,5,0.7438472658395767,2017-05
10,Durango,10005,Durango,1100,Homicidio doloso,6,0.8926167190074921,2017-06
10,Durango,10005,Durango,1100,Homicidio doloso,1,0.14876945316791534,2017-07
10,Durango,10005,Durango,1100,Homicidio doloso,2,0.2975389063358307,2017-08
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.5950778126716614,2017-09
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.5950778275728226,2017-10
10,Durango,10005,Durango,1100,Homicidio doloso,3,0.4463083744049072,2017-11
10,Durango,10005,Durango,1100,Homicidio doloso,4,0.5950778126716614,2017-12
10,Durango,10006,General Simon Bolivar,1100,Homicidio doloso,0,0,2017-01
10,Durango,10006,General Simon Bolivar,1100,Homicidio doloso,0,0,2017-02
10,Durango,10006,General Simon Bolivar,1100,Homicidio doloso,0,0,2017-03
10,Durango,10006,General Simon Bolivar,1100,Homicidio doloso,0,0,2017-04
10,Durango,10006,General Simon Bolivar,1100,Homicidio doloso,0,0,2017-05
