CLAVE,Year,agriculture,business_support,construction,entertainment,finance,hospitality,management,manufacturing,media,mining,other_services,professional_services,real_estate,retail,transport,wholesale,UE,micro_firms,small_firms,medium_firms,big_firms
16085,2015,0.0012492192379762648,0.01311680199875078,0.0018738288569643974,0.014990630855715179,0.007495315427857589,0.0868207370393504,0,0.2929419113054341,0.0037476577139287947,0,0.13366645846346034,0.011867582760774516,0.013741411617738912,0.3903810118675828,0.004372267332916927,0.023735165521549032,1601,95.88,3.5,0.5,0.12
16085,2019,0.0017142857142857142,0.0074285714285714285,0.002857142857142857,0.012571428571428572,0.0074285714285714285,0.12628571428571428,0,0.24342857142857144,0.002285714285714286,0,0.13028571428571428,0.013714285714285714,0.013142857142857144,0.40514285714285714,0.0034285714285714284,0.030285714285714287,1750,94.91,4.46,0.46,0.11
16086,2015,0.0035971223021582736,0.008992805755395683,0,0.014388489208633094,0.008992805755395683,0.11151079136690648,0,0.10431654676258993,0.007194244604316547,0.008992805755395683,0.11690647482014388,0.023381294964028777,0.012589928057553957,0.5341726618705036,0.0035971223021582736,0.04136690647482014,556,96.76,2.7,0.36,0.18
16086,2019,0.0033112582781456954,0.008278145695364239,0.0016556291390728477,0.014900662251655629,0.006622516556291391,0.11589403973509933,0,0.10099337748344371,0.006622516556291391,0.006622516556291391,0.13079470198675497,0.023178807947019868,0.013245033112582781,0.5115894039735099,0.006622516556291391,0.04966887417218543,604,94.21,4.3,0.83,0.5
16087,2015,0.019559902200488997,0.012224938875305624,0,0.017114914425427872,0.004889975550122249,0.10024449877750612,0,0.08557457212713937,0.004889975550122249,0.0024449877750611247,0.15647921760391198,0.007334963325183374,0.004889975550122249,0.5330073349633252,0.0024449877750611247,0.0488997555012225,409,95.6,3.91,0,0.49
16087,2019,0.010638297872340425,0.008865248226950355,0.0017730496453900709,0.026595744680851064,0.010638297872340425,0.13829787234042554,0,0.10283687943262411,0,0.0017730496453900709,0.1595744680851064,0.010638297872340425,0.014184397163120567,0.4734042553191489,0.008865248226950355,0.031914893617021274,564,96.1,3.55,0,0.18
16088,2015,0.005339435545385202,0.029748283752860413,7.627765064836003e-4,0.016018306636155607,0.005339435545385202,0.13882532418001525,0,0.09534706331045004,0.0030511060259344014,0.0015255530129672007,0.11746758199847444,0.010678871090770405,0.012204424103737605,0.5369946605644547,0.0015255530129672007,0.02517162471395881,1311,94.97,3.81,0.84,0.38
16088,2019,0.004139562389118865,0.018332347723240685,0.002365464222353637,0.01537551744529864,0.01478415138971023,0.15020697811945594,0,0.10940272028385571,0.002365464222353637,0.0017740981667652277,0.12300413956238912,0.011827321111768185,0.009461856889414548,0.4997043169722058,0.0029568302779420462,0.03429923122412774,1691,93.91,4.61,1.01,0.41
16089,2015,8.635578583765112e-4,0.009499136442141624,8.635578583765112e-4,0.01468048359240069,0.011226252158894647,0.14248704663212436,0,0.10621761658031088,0.004317789291882556,0,0.1848013816925734,0.009499136442141624,0.008635578583765112,0.45768566493955093,0.012089810017271158,0.037132987910189985,1158,93.61,5.87,0.35,0.17
16089,2019,6.76132521974307e-4,0.012846517917511832,6.76132521974307e-4,0.020960108181203516,0.004056795131845842,0.15618661257606492,0,0.11020960108181203,0.002028397565922921,0,0.19743069641649763,0.011494252873563218,0.012846517917511832,0.4306964164976335,0.004732927653820149,0.03515889114266396,1479,92.97,6.83,0.14,0.07
16090,2015,0.00312256049960968,0.01249024199843872,7.8064012490242e-4,0.01092896174863388,0.00156128024980484,0.11631537861046058,0,0.2779078844652615,0.0039032006245121,7.8064012490242e-4,0.12958626073380172,0.00468384074941452,0.00624512099921936,0.40437158469945356,0.00156128024980484,0.02576112412177986,1281,95.94,3.59,0.39,0.08
16090,2019,0.002206287920573635,0.013237727523441808,5.515719801434088e-4,0.005515719801434087,0.002206287920573635,0.13403199117484832,0,0.3408714837286266,0.00441257584114727,5.515719801434088e-4,0.07777164920022063,0.006067291781577496,0.006618863761720904,0.37617209045780475,0.002206287920573635,0.027578599007170437,1813,97.68,2.1,0.17,0.06
16091,2015,0,0.01644736842105263,0,0.02631578947368421,0.011513157894736841,0.1069078947368421,0,0.16776315789473684,0.011513157894736841,0.003289473684210526,0.13157894736842105,0.019736842105263157,0.02138157894736842,0.43585526315789475,0,0.047697368421052634,608,95.07,4.44,0.33,0.16
16091,2019,0,0.01936619718309859,0.0017605633802816902,0.02112676056338028,0.008802816901408451,0.11619718309859155,0,0.14612676056338028,0.0035211267605633804,0.0017605633802816902,0.1443661971830986,0.01584507042253521,0.02640845070422535,0.44190140845070425,0.0017605633802816902,0.051056338028169015,568,89.26,9.15,0.53,1.06
16092,2015,0.0036900369003690036,0.014760147601476014,0,0.04428044280442804,0.007380073800738007,0.15129151291512916,0,0.09225092250922509,0.0036900369003690036,0,0.13284132841328414,0.0036900369003690036,0.014760147601476014,0.4907749077490775,0.0036900369003690036,0.03690036900369004,271,96.31,3.32,0.37,0
16092,2019,0.010135135135135136,0,0,0.033783783783783786,0.006756756756756757,0.15878378378378377,0,0.10135135135135136,0.0033783783783783786,0,0.16216216216216217,0.013513513513513514,0.010135135135135136,0.46621621621621623,0.0033783783783783786,0.030405405405405407,296,94.59,4.73,0.34,0.34
16093,2015,0,0.02033271719038817,0.0018484288354898336,0.014787430683918669,0.011090573012939002,0.10720887245841035,0,0.13123844731977818,0.011090573012939002,0.029574861367837338,0.09242144177449169,0.024029574861367836,0.0036968576709796672,0.5304990757855823,0.0036968576709796672,0.018484288354898338,541,93.72,5.55,0.74,0
16093,2019,0.0016666666666666668,0.015,0,0.015,0.006666666666666667,0.14833333333333334,0,0.15833333333333333,0.01,0.015,0.09666666666666666,0.025,0.0033333333333333335,0.485,0.0033333333333333335,0.016666666666666666,600,95.5,4,0.5,0
16094,2015,0,0.020833333333333332,0,0.025,0.004166666666666667,0.058333333333333334,0,0.10416666666666667,0.008333333333333333,0.004166666666666667,0.15833333333333333,0.020833333333333332,0.016666666666666666,0.5333333333333333,0,0.04583333333333333,240,98.33,1.67,0,0
16094,2019,0,0.010830324909747292,0,0.02527075812274368,0.010830324909747292,0.06498194945848375,0,0.10108303249097472,0.007220216606498195,0.0036101083032490976,0.17689530685920576,0.02527075812274368,0.018050541516245487,0.5090252707581228,0.0036101083032490976,0.04332129963898917,277,98.56,1.44,0,0
16095,2015,0,0.006437768240343348,0,0.032188841201716736,0.006437768240343348,0.12660944206008584,0,0.12875536480686695,0.01072961373390558,0,0.1609442060085837,0.002145922746781116,0.012875536480686695,0.44635193133047213,0.01072961373390558,0.055793991416309016,466,97,2.58,0.21,0.21
16095,2019,0,0.006289308176100629,0,0.031446540880503145,0.008385744234800839,0.16981132075471697,0,0.11530398322851153,0.0041928721174004195,0,0.1509433962264151,0.0041928721174004195,0.016771488469601678,0.4339622641509434,0.0020964360587002098,0.05660377358490566,477,96.02,2.94,0.84,0
16096,2015,0.005263157894736842,0.010526315789473684,0,0.015789473684210527,0,0.18421052631578946,0,0.08421052631578947,0.015789473684210527,0,0.1368421052631579,0.010526315789473684,0.005263157894736842,0.5052631578947369,0.010526315789473684,0.015789473684210527,190,97.89,2.11,0,0
16096,2019,0,0.012269938650306749,0,0.03067484662576687,0,0.12269938650306748,0,0.09815950920245399,0,0,0.15950920245398773,0.018404907975460124,0.006134969325153374,0.5214723926380368,0.006134969325153374,0.024539877300613498,163,98.77,1.23,0,0
16097,2015,0.009324009324009324,0.018648018648018648,0,0.04195804195804196,0.004662004662004662,0.1561771561771562,0,0.10372960372960373,0.006993006993006993,0.0011655011655011655,0.1317016317016317,0.0011655011655011655,0.008158508158508158,0.48834498834498835,0.0034965034965034965,0.024475524475524476,858,97.09,2.91,0,0
16097,2019,0.00861244019138756,0.011483253588516746,9.569377990430622e-4,0.03827751196172249,0.004784688995215311,0.17320574162679425,0,0.10334928229665072,0.003827751196172249,9.569377990430622e-4,0.11483253588516747,0.0019138755980861245,0.011483253588516746,0.49186602870813395,0.005741626794258373,0.028708133971291867,1045,97.13,2.39,0.38,0.1
16098,2015,0.0012360939431396785,0.014833127317676144,0,0.0173053152039555,0.009888751545117428,0.11495673671199011,0,0.1260815822002472,0.004944375772558714,0.002472187886279357,0.14956736711990112,0.016069221260815822,0.012360939431396786,0.4919653893695921,0.003708281829419036,0.034610630407911,809,96.54,3.21,0.25,0
16098,2019,0.006,0.009,0.002,0.022,0.008,0.132,0,0.131,0.004,0.001,0.158,0.017,0.01,0.463,0.006,0.031,1000,96,3.8,0.1,0.1
16099,2015,0.011527377521613832,0.023054755043227664,0.002881844380403458,0.023054755043227664,0.008645533141210375,0.16138328530259366,0,0.07492795389048991,0.01729106628242075,0,0.14121037463976946,0.011527377521613832,0.005763688760806916,0.43515850144092216,0.002881844380403458,0.08069164265129683,347,97.41,2.59,0,0
16099,2019,0.004201680672268907,0.012605042016806723,0,0.02100840336134454,0.004201680672268907,0.17016806722689076,0,0.09873949579831932,0.008403361344537815,0,0.14915966386554622,0.0063025210084033615,0.004201680672268907,0.46008403361344535,0.0063025210084033615,0.0546218487394958,476,97.48,2.52,0,0
16100,2015,0.011730205278592375,0.007820136852394917,0,0.0019550342130987292,0.0019550342130987292,0.05767350928641251,0,0.6608015640273704,0.0019550342130987292,9.775171065493646e-4,0.03128054740957967,0.0019550342130987292,0.008797653958944282,0.2072336265884653,0,0.005865102639296188,1023,97.36,2.35,0.2,0.1
16100,2019,0.00641025641025641,0.007211538461538462,8.012820512820513e-4,0.005608974358974359,8.012820512820513e-4,0.05608974358974359,0,0.5913461538461539,0.0016025641025641025,8.012820512820513e-4,0.036057692307692304,8.012820512820513e-4,0.008814102564102564,0.2796474358974359,0,0.004006410256410256,1248,97.52,2.32,0.16,0
16101,2015,0.07936507936507936,0,0,0.031746031746031744,0.031746031746031744,0.09523809523809523,0,0.031746031746031744,0.031746031746031744,0,0.12698412698412698,0,0,0.5555555555555556,0.015873015873015872,0,63,100,0,0,0
16101,2019,0.06666666666666667,0,0,0.022222222222222223,0.022222222222222223,0.15555555555555556,0,0.1,0.022222222222222223,0,0.14444444444444443,0.011111111111111112,0,0.43333333333333335,0.011111111111111112,0.011111111111111112,90,96.67,2.22,1.11,0
16102,2015,0.001271642375036682,0.0204930059669373,0.0031301966154749093,0.015455345788907365,0.007874400860804069,0.12227330529198865,0,0.1390002934559327,0.0025921940721901596,1.4672796635038638e-4,0.1596400273892204,0.02142228308715641,0.015504255111024162,0.4535361439890443,0.004255111024161205,0.0334050670057713,20446,93.36,5.83,0.53,0.27
16102,2019,0.0016154402074565319,0.011733197296263232,0.0027632529864388047,0.02070314160608766,0.006929388258300387,0.1441567827232921,4.2511584406750836e-5,0.13578200059516218,0.002083067635930791,8.502316881350167e-5,0.163627088381584,0.022446116566764443,0.015516728308464057,0.4366364834417379,0.00454873953152234,0.03133103770777537,23523,92.46,6.65,0.59,0.19
16103,2015,0.0017152658662092624,0.01972555746140652,0,0.024013722126929673,0.007718696397941681,0.13807890222984562,0,0.12950257289879932,0.006003430531732418,8.576329331046312e-4,0.13293310463121785,0.007718696397941681,0.00686106346483705,0.4922813036020583,0.003430531732418525,0.029159519725557463,1166,96.23,3.69,0.09,0
16103,2019,0.005751258087706686,0.011502516175413372,7.189072609633358e-4,0.02228612508986341,0.008626887131560028,0.14593817397555714,0,0.1732566498921639,0.0035945363048166786,7.189072609633358e-4,0.1207764198418404,0.008626887131560028,0.01509705248023005,0.4464414090582315,0.002156721782890007,0.03450754852624011,1391,94.68,4.89,0.43,0
16104,2015,0.00554016620498615,0.0221606648199446,0,0.04155124653739612,0.0110803324099723,0.07479224376731301,0,0.09141274238227147,0.013850415512465374,0.002770083102493075,0.09418282548476455,0.008310249307479225,0,0.5872576177285319,0.013850415512465374,0.0332409972299169,361,96.68,3.05,0.28,0
16104,2019,0.0024096385542168677,0.012048192771084338,0,0.014457831325301205,0.007228915662650603,0.1493975903614458,0,0.09879518072289156,0.014457831325301205,0,0.11566265060240964,0.004819277108433735,0.01927710843373494,0.5228915662650603,0.00963855421686747,0.02891566265060241,415,95.42,4.1,0.48,0
16105,2015,0,0.02023121387283237,0,0.02745664739884393,0.008670520231213872,0.14884393063583815,0,0.0708092485549133,0.005780346820809248,0,0.13728323699421965,0.010115606936416185,0.010115606936416185,0.5043352601156069,0.01878612716763006,0.03757225433526012,692,95.09,4.48,0.43,0
16105,2019,0.0024752475247524753,0.007425742574257425,0,0.01608910891089109,0.006188118811881188,0.16831683168316833,0.0012376237623762376,0.07054455445544554,0.0049504950495049506,0,0.1547029702970297,0.009900990099009901,0.012376237623762377,0.4876237623762376,0.013613861386138614,0.04455445544554455,808,94.55,4.33,0.62,0.37
16106,2015,0.002788622420524261,0.01784718349135527,0,0.012827663134411601,0.008923591745677636,0.09425543781372002,0,0.22085889570552147,0.0016731734523145567,0,0.14166201896263245,0.01728945900725042,0.009481316229782488,0.4422755158951478,0.002230897936419409,0.02788622420524261,1793,94.76,4.8,0.28,0.17
16106,2019,0.002898550724637681,0.011180124223602485,4.1407867494824016e-4,0.012008281573498964,0.0033126293995859213,0.11718426501035197,0,0.23436853002070393,0.002070393374741201,0,0.13664596273291926,0.020289855072463767,0.013250517598343685,0.4140786749482402,0.002484472049689441,0.02981366459627329,2415,94.29,5.22,0.46,0.04
16107,2015,6.939625260235947e-4,0.02266944251677076,0.0034698126301179735,0.011566042100393246,0.008096229470275272,0.10571362479759426,0,0.16701364792967846,0.003007170946102244,6.939625260235947e-4,0.1496645847790886,0.031922276197085354,0.01364792967846403,0.4411288457089984,0.006245662734212352,0.03446680545917187,4323,94.56,4.7,0.44,0.3
16107,2019,0.001034126163391934,0.014891416752843847,0.003722854188210962,0.013650465356773526,0.006618407445708376,0.11747673216132368,0,0.1766287487073423,0.003722854188210962,8.27300930713547e-4,0.14601861427094107,0.02998965873836608,0.017166494312306102,0.4332988624612203,0.005584281282316443,0.02936918304033092,4835,93.55,5.71,0.54,0.1
16108,2015,0.0010446046171524077,0.018593962185312857,0.0031338138514572234,0.015669069257286117,0.01326647863783558,0.12890420975660713,0,0.09265642954141858,0.003760576621748668,1.0446046171524079e-4,0.15992896688603364,0.029040008356836938,0.014415543716703227,0.4612973989345033,0.00804345555207354,0.050141021623315574,9573,90.64,7.74,1.21,0.41
16108,2019,0.0012336306699563485,0.013000569368001518,0.0033213133421901688,0.01727082937938888,0.013095464034921237,0.14822546972860126,9.48946669197191e-5,0.1003036629341431,0.0029417346745112924,9.48946669197191e-5,0.1618903017650408,0.026950085405200226,0.014139305371038148,0.4519832985386221,0.008445625355855002,0.03700892009869045,10538,90.43,8.21,1.01,0.16
16109,2015,0,0.006060606060606061,0,0.006060606060606061,0.006060606060606061,0.08484848484848485,0,0.2545454545454545,0.006060606060606061,0,0.20606060606060606,0,0.006060606060606061,0.4,0,0.024242424242424242,165,98.18,1.82,0,0
16109,2019,0.005405405405405406,0.010810810810810811,0,0.016216216216216217,0.005405405405405406,0.07567567567567568,0,0.25405405405405407,0.005405405405405406,0,0.16756756756756758,0.005405405405405406,0.005405405405405406,0.42702702702702705,0,0.021621621621621623,185,97.84,2.16,0,0
16110,2015,0,0.01725200246457178,0,0.017868145409735057,0.012322858903265557,0.11275415896487985,0,0.10659272951324707,0.004929143561306223,0.0024645717806531116,0.14109673444239063,0.020948860135551448,0.013555144793592114,0.5194085027726433,0.006777572396796057,0.024029574861367836,1623,96.49,3.33,0.18,0
16110,2019,0.008251676121712223,0.011346054667354307,0,0.018566271273852502,0.009283135636926251,0.12790097988653945,0,0.11449200618875709,0.0036101083032490976,0.0015471892728210418,0.14543579164517792,0.02372356884992264,0.010830324909747292,0.4858174316658071,0.007220216606498195,0.03197524497163486,1939,93.81,5.36,0.72,0.1
16111,2015,0.017578125,0.01953125,0,0.025390625,0.001953125,0.150390625,0,0.09375,0.009765625,0.00390625,0.109375,0.005859375,0.0078125,0.5078125,0.001953125,0.044921875,512,95.9,3.52,0.59,0
16111,2019,0.012944983818770227,0.011326860841423949,0,0.024271844660194174,0.0016181229773462784,0.1650485436893204,0,0.09223300970873786,0.008090614886731391,0.003236245954692557,0.09870550161812297,0.011326860841423949,0.0048543689320388345,0.5097087378640777,0.003236245954692557,0.05339805825242718,618,96.28,3.56,0,0.16
16112,2015,9.825940482874789e-4,0.021195957327344188,0.002807411566535654,0.021055586749017405,0.008562605277933745,0.10710275126333521,0,0.10303200449185851,0.003368893879842785,2.8074115665356543e-4,0.15314430095451995,0.02540707467714767,0.012633352049410443,0.49213924761370015,0.004351487928130264,0.04393599101628299,7124,95.34,4.2,0.34,0.13
16112,2019,0.005262498433780228,0.012279163012153866,0.002631249216890114,0.020799398571607567,0.007016664578373638,0.13269013908031574,0,0.11276782358100489,0.002881844380403458,2.505951635133442e-4,0.15161007392557324,0.02518481393309109,0.012279163012153866,0.4808921187821075,0.005763688760806916,0.027690765568224533,7981,94.45,4.96,0.51,0.06
16113,2015,0.003061224489795918,0.02040816326530612,0,0.02346938775510204,0.006122448979591836,0.11428571428571428,0,0.10204081632653061,0.003061224489795918,0.0020408163265306124,0.12551020408163266,0.007142857142857143,0.007142857142857143,0.5183673469387755,0.009183673469387756,0.058163265306122446,980,97.24,2.65,0.1,0
16113,2019,0.0018796992481203006,0.016917293233082706,0,0.017857142857142856,0.005639097744360902,0.13815789473684212,0,0.10244360902255639,0.0018796992481203006,0.0018796992481203006,0.1231203007518797,0.007518796992481203,0.017857142857142856,0.49624060150375937,0.004699248120300752,0.06390977443609022,1064,95.58,4.32,0.09,0
17001,2015,0,0.019313304721030045,0.002145922746781116,0.012875536480686695,0.008583690987124463,0.15021459227467812,0,0.09012875536480687,0.002145922746781116,0.004291845493562232,0.15879828326180256,0.008583690987124463,0.008583690987124463,0.49141630901287553,0.004291845493562232,0.03862660944206009,466,97,2.36,0.43,0.21
17001,2019,0,0.011673151750972763,0,0.017509727626459144,0.0038910505836575876,0.18093385214007782,0,0.09922178988326848,0.0019455252918287938,0.0019455252918287938,0.14007782101167315,0.0038910505836575876,0.011673151750972763,0.4766536964980545,0.0038910505836575876,0.04669260700389105,514,95.72,4.09,0.19,0
17002,2015,0,0.0297339593114241,0.001564945226917058,0.02190923317683881,0.006259780907668232,0.1189358372456964,0,0.08607198748043818,0.00782472613458529,0,0.13771517996870108,0.014084507042253521,0.01564945226917058,0.5195618153364632,0.006259780907668232,0.03442879499217527,639,96.09,2.5,1.1,0.31
17002,2019,9.950248756218905e-4,0.015920398009950248,0.001990049751243781,0.011940298507462687,0.008955223880597015,0.1482587064676617,0,0.09253731343283582,0.0029850746268656717,0,0.14925373134328357,0.012935323383084577,0.024875621890547265,0.47064676616915424,0.009950248756218905,0.04875621890547264,1005,94.43,4.78,0.6,0
17003,2015,0.001632208922742111,0.026115342763873776,0.001632208922742111,0.016866158868335146,0.011425462459194777,0.11643090315560392,0,0.1147986942328618,0.003264417845484222,0,0.16539717083786726,0.012513601741022852,0.011425462459194777,0.4804134929270947,0.002176278563656148,0.035908596300326445,1838,95.65,4.03,0.27,0.05
17003,2019,0.017406440382941687,0.014795474325500435,4.351610095735422e-4,0.01174934725848564,0.010443864229765013,0.17232375979112272,0,0.13577023498694518,0.0026109660574412533,0,0.144473455178416,0.009573542210617928,0.006962576153176675,0.4412532637075718,0.005657093124456049,0.026544821583986074,2298,96.39,3.26,0.3,0.04
17004,2015,0.026905829596412557,0.025275173257236036,4.0766408479412964e-4,0.015491235222176927,0.0036689767631471666,0.14757439869547492,0,0.1141459437423563,0.0036689767631471666,4.0766408479412964e-4,0.13371381981247452,0.004891969017529555,0.01141459437423563,0.4826742763962495,0.003261312678353037,0.026498165511618425,2453,96.66,2.77,0.12,0.45
17004,2019,0.02684797768479777,0.01499302649930265,0,0.012203626220362623,0.003486750348675035,0.17538354253835425,0,0.10843793584379359,0.003486750348675035,3.486750348675035e-4,0.13458856345885634,0.00697350069735007,0.011506276150627616,0.4714086471408647,0.003486750348675035,0.02684797768479777,2868,95.05,4.25,0.38,0.1
17005,2015,0.011299435028248588,0.01694915254237288,0,0.02824858757062147,0.005649717514124294,0.15819209039548024,0,0.096045197740113,0.005649717514124294,0,0.15819209039548024,0,0.005649717514124294,0.4689265536723164,0.005649717514124294,0.03954802259887006,177,95.48,4.52,0,0
17005,2019,0.013333333333333334,0.0044444444444444444,0,0.02666666666666667,0.008888888888888889,0.19555555555555557,0,0.06666666666666667,0.008888888888888889,0,0.1288888888888889,0.0044444444444444444,0.013333333333333334,0.4888888888888889,0.008888888888888889,0.03111111111111111,225,95.56,4.44,0,0
17006,2015,6.165703275529866e-4,0.02065510597302505,0.0012331406551059731,0.01371868978805395,0.009094412331406551,0.15059730250481695,0,0.07429672447013487,0.0027745664739884392,0,0.1556840077071291,0.023352601156069363,0.013179190751445087,0.4981888246628131,0.006473988439306359,0.030134874759152216,12975,94.35,5.02,0.46,0.17
17006,2019,0.001394991978796122,0.014089418985840832,0.0018134895724349585,0.011299435028248588,0.011299435028248588,0.16677129106507638,0,0.07735230522424497,0.0025807351607728254,0,0.1602148287647346,0.025249354816209806,0.01304317500174374,0.4678803096882193,0.007742205482318477,0.03926902420311083,14337,93.39,5.64,0.7,0.13
17007,2015,2.754567991919934e-4,0.023505646864383434,0.00624368744835185,0.014782848223303646,0.017399687815627583,0.13378018547424478,4.5909466531998895e-5,0.07845927830318612,0.005738683316499862,4.5909466531998895e-5,0.18166375906711965,0.033513910568359194,0.015058305022495638,0.45588100266274906,0.005279588651179873,0.02832614085024332,21782,90.02,8.4,1.08,0.5
17007,2019,3.891891891891892e-4,0.018075675675675675,0.007654054054054054,0.013837837837837838,0.022227027027027026,0.15537297297297298,4.324324324324324e-5,0.07269189189189189,0.004281081081081081,4.324324324324324e-5,0.18283243243243244,0.036756756756756756,0.012713513513513514,0.4392216216216216,0.006227027027027027,0.027632432432432432,23125,88.51,9.73,1.21,0.34
17008,2015,0.0018508725542041248,0.015864621893178214,0.0013220518244315177,0.01718667371760973,0.005817028027498678,0.12268640930724485,0,0.13590692755156003,0.002379693283976732,7.932310946589106e-4,0.15256478053939715,0.007403490216816499,0.010840824960338445,0.502644103648863,0.0013220518244315177,0.02141723955579059,3782,95.93,3.28,0.4,0.4
17008,2019,0.00130718954248366,0.011503267973856209,0.003137254901960784,0.01437908496732026,0.007581699346405229,0.13045751633986927,0,0.11137254901960784,0.00261437908496732,7.84313725490196e-4,0.1665359477124183,0.008888888888888889,0.008627450980392156,0.5056209150326797,0.004705882352941176,0.022483660130718956,3825,93.31,5.99,0.5,0.08
17009,2015,0,0.013918629550321198,0,0.008565310492505354,0.004282655246252677,0.2012847965738758,0,0.09635974304068523,0.0053533190578158455,0,0.12633832976445397,0.008565310492505354,0.009635974304068522,0.49678800856531047,0.008565310492505354,0.020342612419700215,934,96.25,3.43,0.21,0.11
17009,2019,0.011226252158894647,0.011226252158894647,0.0017271157167530224,0.010362694300518135,0.004317789291882556,0.2003454231433506,0,0.12176165803108809,0.0034542314335060447,0,0.11744386873920552,0.009499136442141624,0.0069084628670120895,0.4637305699481865,0.012953367875647668,0.025043177892918825,1158,94.21,5.09,0.52,0.17
17010,2015,0.0036188178528347406,0.020506634499396863,0.0024125452352231603,0.018094089264173704,0.010856453558504222,0.10856453558504221,0,0.14595898673100122,0.007237635705669481,0,0.1652593486127865,0.007237635705669481,0.0048250904704463205,0.46079613992762364,0.015681544028950542,0.028950542822677925,829,95.54,4.22,0.24,0
17010,2019,0.026385224274406333,0.012313104661389622,8.795074758135445e-4,0.012313104661389622,0.005277044854881266,0.15127528583992964,0,0.167985927880387,0.002638522427440633,0,0.1521547933157432,0.012313104661389622,0.012313104661389622,0.3940193491644679,0.005277044854881266,0.044854881266490766,1137,93.23,6.33,0.35,0.09
17011,2015,8.543357539513029e-4,0.021465185818026485,0.003096967108073473,0.014523707817172148,0.00523280649295173,0.126228107646305,0,0.10807347287483982,0.0027765912003417342,1.0679196924391286e-4,0.19916702263989747,0.011533532678342588,0.012815036309269542,0.4582443400256301,0.003844510892780863,0.032037590773173856,9364,93.25,5.25,0.8,0.69
17011,2019,6.33245382585752e-4,0.015303430079155673,0.004327176781002639,0.012770448548812666,0.013403693931398416,0.13562005277044856,0,0.10005277044854881,0.0021108179419525065,1.0554089709762533e-4,0.19525065963060687,0.013403693931398416,0.01108179419525066,0.4558311345646438,0.006226912928759895,0.03387862796833773,9475,92.07,6.28,0.97,0.39
17012,2015,0.0037415814417560487,0.019456223497131456,0.001746071339486156,0.02269892741332003,0.01845846844599651,0.13569468695435272,0,0.0708406086305812,0.004489897730107259,0,0.14816662509353953,0.021950611124968822,0.014218009478672985,0.5148416063856324,0.0032427039161885755,0.020453978548266402,4009,94.49,4.84,0.42,0.25
17012,2019,0.0036576444769568397,0.00975371860521824,0.00121921482565228,0.021702023896610582,0.014142891977566447,0.16093635698610095,0,0.08778346744696415,0.0036576444769568397,0,0.16069251402097048,0.020238966105827847,0.014386734942696903,0.4686661789807364,0.0073152889539136795,0.025847354303828333,4101,93.32,5.95,0.54,0.15
17013,2015,0.04539877300613497,0.02822085889570552,0.001226993865030675,0.024539877300613498,0.007361963190184049,0.10797546012269939,0,0.10061349693251534,0.007361963190184049,0,0.12883435582822086,0.015950920245398775,0.014723926380368098,0.49325153374233127,0.0049079754601227,0.0196319018404908,815,94.97,4.79,0.25,0
17013,2019,0.04878048780487805,0.012725344644750796,0.003181336161187699,0.015906680805938492,0.010604453870625663,0.15058324496288442,0,0.10180275715800637,0.0042417815482502655,0,0.1357370095440085,0.019088016967126194,0.015906680805938492,0.45068928950159065,0.005302226935312832,0.02545068928950159,943,94.7,4.88,0.32,0.11
17014,2015,0,0.01675977653631285,0.002793296089385475,0.008379888268156424,0.0111731843575419,0.16201117318435754,0,0.0893854748603352,0.0111731843575419,0,0.17039106145251395,0,0.0111731843575419,0.46368715083798884,0.008379888268156424,0.0446927374301676,358,93.3,5.03,1.68,0
17014,2019,0,0.015625,0.0026041666666666665,0.020833333333333332,0.0078125,0.21614583333333334,0,0.10416666666666667,0.0078125,0,0.15885416666666666,0.005208333333333333,0.0078125,0.4140625,0.005208333333333333,0.033854166666666664,384,93.75,5.47,0.52,0.26
17015,2015,0,0.025339366515837104,0,0.009954751131221719,0.00904977375565611,0.1257918552036199,0,0.11221719457013575,0.0027149321266968325,0.0018099547511312218,0.12217194570135746,0.006334841628959276,0.011764705882352941,0.551131221719457,0.0018099547511312218,0.019909502262443438,1105,97.1,2.62,0.27,0
17015,2019,0.005016722408026756,0.008361204013377926,0.0016722408026755853,0.013377926421404682,0.013377926421404682,0.17725752508361203,0,0.08528428093645485,0.0016722408026755853,0.0016722408026755853,0.14381270903010032,0.011705685618729096,0.008361204013377926,0.5066889632107023,0.0016722408026755853,0.020066889632107024,598,94.98,5.02,0,0
17016,2015,0.0019569471624266144,0.023483365949119372,0,0.011741682974559686,0.009784735812133072,0.07827788649706457,0,0.14090019569471623,0.005870841487279843,0,0.11741682974559686,0.005870841487279843,0.007827788649706457,0.538160469667319,0.005870841487279843,0.05283757338551859,511,97.65,2.15,0.2,0
17016,2019,0.00463678516228748,0.013910355486862442,0,0.0061823802163833074,0.0061823802163833074,0.12982998454404945,0,0.160741885625966,0.0030911901081916537,0,0.11591962905718702,0.0061823802163833074,0.00927357032457496,0.4853168469860896,0.0061823802163833074,0.05255023183925812,647,96.14,3.71,0.15,0
17017,2015,6.82360968952576e-4,0.025929716820197884,3.41180484476288e-4,0.023882633913340157,0.008188331627430911,0.12350733538041624,0,0.11190719890822245,0.0040941658137154556,0.0017059024223814397,0.14124872057318322,0.007164790174002047,0.008870692596383487,0.5165472534971,0.005800068236096895,0.02012964858410099,2931,96.14,3.48,0.31,0.07
