CLAVE,agriculture,business_support,construction,entertainment,finance,hospitality,management,manufacturing,media,mining,other_services,professional_services,real_estate,retail,transport,wholesale,micro_firms,small_firms,medium_firms,big_firms
1011,0.0022727272727272726,0.018003864144803743,3.787878787878788e-4,0.013150803335367094,0.016432784218019116,0.1714282082570673,0,0.12555419971527354,0.0028142159853569246,9.38071995118975e-4,0.1641778523489933,0.006945291844620704,0.017299674598332315,0.4179581045352857,0.0065842993695342696,0.03606111450071181,88.07,7.605,1.81,1.6500000000000001
2001,0.01351031617491726,0.01840718376640143,0.008030831162124732,0.017076841713024905,0.02226920639391592,0.1213233149660822,0,0.0721340926695303,0.004583634075065136,0.0013557217214750135,0.21590940632115108,0.037043496056615735,0.021812951846114124,0.3981223153299064,0.012469830469685233,0.03595085733399056,85.12,12.35,1.875,0.53
2002,0.0016452081611408266,0.01736595480299837,0.008608470934969746,0.011992390661128689,0.029384931988337446,0.12800989285861625,8.536135446026474e-5,0.07892168129918517,0.0040704769577916515,3.4334546496340556e-4,0.2393727101502004,0.030913167688662316,0.026446692875160424,0.37181410305535656,0.011552691721604474,0.03947292002542402,82.41499999999999,14.700000000000001,1.845,0.735
2003,3.005254660017648e-4,0.015385649225268003,0.0035989492846239274,0.013648161627189924,0.028454287274003405,0.11683030163207125,1.465845793022574e-4,0.11926447215831712,0.006750788523943833,7.47635511305787e-4,0.2072958232059997,0.02353607677565916,0.018581084740328668,0.39870220295682035,0.01669019782419382,0.03006725921497098,82.84,13.265,2.4749999999999996,1.13
2004,4.6741306440476285e-4,0.026006832373062002,0.0068221452520952405,0.012037062977134624,0.029488728637899295,0.11830452610186337,1.0862625058884022e-4,0.0741901434591157,0.0035506040523491347,7.991701769954302e-5,0.21123666500869995,0.03933138308268218,0.02091306566231964,0.4068314326438087,0.014571244351310648,0.03606021006496634,81.755,14.670000000000002,2.245,0.995
2005,0.002047017564360827,0.01948061174489648,0.004643228485417477,0.01588059501313974,0.02333386228701868,0.1697936350272688,0,0.08970366199726715,0.003598489626974779,0,0.2107385676288312,0.024143924977989773,0.02226980223329115,0.38742153669234414,0.005181997692079904,0.021763069029119897,85.825,12.35,1.2650000000000001,0.47000000000000003
3001,0.0746970179526292,0.010308094607506244,0.0029996479876628055,0.009524448094942756,0.010141307809645138,0.1382520073084466,0,0.08690346480714753,0.004485223863083964,2.895720535729252e-4,0.201309569706824,0.015778533952428047,0.020971973112962436,0.38126833397589555,0.00838501768442932,0.03468578708282347,86.245,12.59,0.86,0.28
3002,0.07206216749880537,0.008919572190705207,0.005135292775086856,0.010985623169207835,0.010240750879004,0.14778952435081,2.0859407592824363e-4,0.12098058608222535,0.007121784630470249,0.0036850791339790552,0.16995966849702374,0.017531350023842873,0.014144120357041455,0.3712663773698052,0.014899186159894943,0.02507032280616961,86.745,11.675,0.97,0.445
3003,0.012862181114659622,0.017787442097953975,0.016692208499387053,0.018261603451278596,0.023475844555624417,0.1594653835954004,4.3878894251864855e-5,0.09370821326952045,0.004880671742896822,8.414951280856589e-4,0.2045690736351176,0.039667474600000904,0.028234545271031336,0.3285117711071052,0.015677067312259402,0.03532114572542669,82.955,14.835,1.6600000000000001,0.49
3008,0.001704863243090599,0.02404922632486913,0.010185886512288472,0.016492289521661426,0.029735582984296738,0.15959781672186024,0,0.07341263665739273,0.003875504254476243,1.6919253658120962e-4,0.17685545545314363,0.031133912874575308,0.03230034691953256,0.39577169103929144,0.015138252709598649,0.029577342247341626,82.97999999999999,14.26,1.73,0.74
3009,0.04853295108657181,0.019452997805620445,0.00818404979320248,0.01381852379941146,0.012768103631344233,0.1855350443426468,0,0.08270194359332181,0.007286578891484392,0.0027789996865172062,0.1678972130368393,0.02494463489366866,0.030196735734004793,0.3496230622212784,0.022833682209345833,0.023445479274742387,83.67,14.504999999999999,1.38,0.39
4001,0.035763281639761585,0.01418315979840136,8.952551477170994e-4,0.013948238937179287,0.010258793333439162,0.10358747018187348,0,0.33553428122353335,0.004729267435286191,0,0.11400890103462022,0.005773731774289474,0.013550181362299386,0.32690600639627704,0.003092608838595391,0.017768822896726974,94.53,4.859999999999999,0.46499999999999997,0.1
4002,0.011983825468070423,0.021920748619635624,0.017515276535007323,0.013929412599625761,0.017519952802254476,0.15192635446854882,2.306200301441108e-4,0.07845570005132727,0.0053432896528024885,2.3298918133313047e-4,0.1707640013940298,0.027288852324791935,0.018841138617133657,0.4257779435829123,0.007480343784752228,0.030789550887630558,85.91499999999999,12.21,1.455,0.375
4003,0.02207005043636614,0.022109044557968482,0.009349415688918158,0.01651099325739952,0.01760997262347471,0.1620907971491698,4.879000780640125e-5,0.07002435008354105,0.0043011246759780625,9.475219763400663e-4,0.16980443514430585,0.02675914091485134,0.015096245393768647,0.42220851339362836,0.01059476507841255,0.030474839618070845,85.38,11.645,2.135,0.6799999999999999
4004,0.05669886856871274,0.015148109350675804,0.0012929257658863525,0.008225185379172547,0.010118017061188464,0.15291405389938845,0,0.07644678199215321,0.007126004490807424,2.6455026455026457e-4,0.1436547946401292,0.007217299792918491,0.009141775663315536,0.4892352775716662,0.0050487635730532155,0.017467591986382088,90.28,8.649999999999999,0.64,0.34
4005,5.05050505050505e-4,0.02280118255728012,0,0.010209979722174845,0.016090549017378285,0.14701517994200922,0,0.11469100005685372,0.0077207345500028435,0,0.12266378607842023,0.011761138590406884,0.012699224894346845,0.5114020126215248,0.004437432486212974,0.018002728978338732,94.595,4.87,0.33999999999999997,0.195
4006,5.995203836930455e-4,0.017413883462766212,0,0.009763050486762907,0.015567678307684978,0.15584750742452397,0,0.13973589340448173,0.009306462115076151,0,0.1181174265885305,0.0051574634332269284,0.008611653723378913,0.46134880175329934,0.005709339812917878,0.05282131910365747,94.30000000000001,5.405,0.235,0.06
4007,0.09206704954008499,0.009216977167670542,0,0.01197179810430966,0.005827146659195966,0.17480506139982258,0,0.12077788672549844,0.013984218144464678,0,0.1445067002848205,0.006144651445113695,0.004767240976794136,0.36433674184059395,0.021188775271980202,0.030405752439650748,91.78999999999999,6.800000000000001,1.4100000000000001,0
4008,0,0.007169650468883206,0.0012787723785166241,0.021508951406649615,0.018783745382210858,0.15827791986359763,0,0.19664109121909634,0.009727195225916453,0,0.1216538789428815,0.010838306337027565,0.010838306337027565,0.4192156862745098,0.0047797669792554705,0.019286729184427392,92.36,6.775,0.385,0.365
4009,0.010684770938605044,0.017758701640679123,0.002559080755647051,0.013427170854551841,0.012170750579781047,0.13684310178208112,0,0.09929687525651001,0.0038546273586609276,8.542125648594134e-4,0.16501077478885462,0.012393196068323871,0.005555938610517376,0.4755668392602881,0.00512883232808767,0.038895127212552824,92.41999999999999,6.92,0.47,0.175
4010,0.001972336860396562,0.023561377106153227,0.001972336860396562,0.00882218326248177,0.010794520122878331,0.19702035560244516,0,0.07151030192074968,0.009968349520588327,0,0.17697699134266298,0.004984174760294164,0.0038380085021876066,0.4405234741055637,0.00778268222298073,0.04027290781022125,90.3,8.785,0.81,0.105
4011,0.012774016763378465,0.013365033311841822,0.0022150909481663834,0.009967909266748724,0.01225748783775863,0.15446046538889865,0,0.08711876990406972,0.006719760467342672,0,0.15710782877127172,0.01646420686556083,0.003913652970712932,0.4694454213313014,0.007896909129984565,0.04629344704296348,91.765,7.725,0.32999999999999996,0.16999999999999998
5001,0,0,0,0.03333333333333333,0,0.029411764705882353,0,0.0607843137254902,0.03137254901960784,0,0.34705882352941175,0,0,0.43529411764705883,0,0.06274509803921569,98.53,1.47,0,0
5002,0.0012194396290320431,0.022227432215422515,0.003522188511399545,0.011569179491071094,0.028639696082594784,0.09482109530415733,0,0.0730122270020519,0.004510534144732378,0,0.250859058768371,0.02351575613976531,0.015686409939715804,0.43857016389970405,0.014982136058928388,0.016864682813053887,87.11500000000001,10.25,1.19,0.8999999999999999
5003,0,0.010877787601925534,6.41025641025641e-4,0.015355142941349837,0.03263827487965419,0.10431034482758621,0,0.07038510659200314,0.007034089792710483,6.385696040868455e-4,0.23094852146576283,0.02238923273406032,0.02496070340897927,0.4401562039493074,0.008959622752726201,0.030705373808822087,90.15,8.765,0.7050000000000001,0.26
5004,0.0021008403361344537,0.011936592818945761,0.0021008403361344537,0.010313216195569137,0.02635599694423224,0.11564171122994653,0,0.1520244461420932,0.006111535523300229,0.001336898395721925,0.15985485103132163,0.011363636363636364,0.04430863254392666,0.39123376623376627,0.02855233002291826,0.03676470588235294,80.30000000000001,13.105,2.645,2.375
5005,0,0.007042253521126761,0.013891568589619912,0.034632452247732974,0.013891568589619912,0.09058460351147984,0,0.06222265097433918,0.027783137179239824,0,0.20798765193903146,0,0.013891568589619912,0.5073316612000771,0,0.020740883658113062,93.11000000000001,6.205,0.685,0
