Mont,Year,1,1001,1999,2,2004,2002,2001,2999,3,3003,3008,3002,3001,3999,4,4002,4003,4009,4004,4999,5,5035,5030,5025,5018,5028,5002,5033,5027,5032,5020,5999,6,6002,6007,6009,6010,6999,7,7101,7089,7078,7040,7019,7065,7059,7108,7097,7999,8,8019,8037,8021,8017,8011,8032,8050,8999,9,9002,9003,9004,9005,9006,9007,9008,9009,9010,9011,9012,9013,9014,9015,9016,9017,9999,10,10005,10007,10032,10008,10012,10999,11,11020,11017,11007,11015,11027,11021,11002,11028,11023,11003,11014,11031,11033,11037,11042,11999,12,12001,12029,12035,12050,12007,12038,12055,12057,12058,12066,12999,13,13048,13077,13076,13028,13030,13061,13069,13051,13003,13063,13084,13029,13999,14,14039,14067,14023,14053,14063,14073,14093,14098,14120,14101,14097,14999,15,15106,15099,15024,15013,15020,15121,15025,15033,15039,15054,15037,15057,15109,15058,15070,15104,15081,15051,15999,16,16053,16102,16108,16069,16006,16107,16076,16112,16066,16034,16052,16075,16071,16068,16050,16082,16999,17,17006,17007,17012,17029,17011,17018,17999,18,18017,18015,18004,18006,18016,18018,18001,18020,18008,18999,19,19039,19019,19026,19046,19021,19048,19006,19999,20,20067,20079,20184,20043,20039,20318,20413,20482,20115,20397,20057,20515,20059,20073,20385,20107,20068,20999,21,21114,21156,21019,21132,21140,21174,21119,21085,21041,21999,22,22014,22016,22017,22006,22999,23,23004,23005,23001,23008,23999,24,24028,24013,24020,24024,24035,24999,25,25006,25012,25001,25011,25015,25999,26,26030,26018,26043,26029,26055,26019,26002,26017,26033,26042,26048,26999,27,27004,27002,27016,27005,27007,27012,27014,27999,28,28027,28038,28032,28022,28041,28033,28021,28009,28025,28040,28003,28999,29,29005,29010,29013,29033,29006,29044,29041,29999,30,30193,30087,30039,30044,30118,30124,30131,30108,30189,30003,30045,30141,30102,30038,30016,30028,30061,30071,30128,30174,30999,31,31050,31096,31059,31102,31089,31999,32,32056,32010,32020,32019,32023,32034,32039,32048,32049,32005,32017,32042,32999,99999999
4,2011,162,160,2,214,116,54,19,25,135,55,80,0,0,0,63,50,13,0,0,0,586,155,260,31,35,20,13,11,56,3,0,2,62,35,23,0,4,0,196,110,54,5,3,9,0,0,4,0,11,353,150,143,2,5,4,14,23,12,"3,420",86,187,144,110,37,63,28,1,387,5,577,12,640,394,650,99,0,111,69,39,0,0,0,3,245,110,31,10,35,11,2,5,0,0,18,3,4,1,7,0,8,90,68,12,1,0,0,9,0,0,0,0,0,41,28,2,3,0,0,6,2,0,0,0,0,0,0,820,503,41,2,3,3,2,6,10,209,12,12,17,862,152,18,5,43,15,53,7,41,8,57,28,199,7,48,2,106,14,24,35,69,43,6,7,6,0,1,1,3,0,0,0,2,0,0,0,0,0,99,3,95,1,0,0,0,0,60,53,0,0,4,0,0,0,1,2,0,"3,607","1,870",884,148,279,44,73,201,108,41,19,0,4,0,1,1,0,0,0,0,0,1,2,0,10,1,0,2,151,123,6,0,1,10,0,5,1,0,5,245,208,32,0,5,0,366,22,266,12,66,0,266,222,17,10,3,3,11,187,104,35,35,3,1,9,143,84,25,3,6,0,0,2,6,0,5,7,5,80,66,2,0,12,0,0,0,0,488,27,139,84,81,108,8,4,10,2,4,13,8,16,2,0,1,13,0,0,0,0,241,43,64,38,4,12,0,9,13,7,0,0,1,3,0,0,21,0,0,2,0,24,192,183,0,6,0,0,3,135,71,17,0,3,0,1,0,1,0,1,30,3,8,0
5,2011,183,178,5,238,132,59,25,22,123,56,67,0,0,0,64,51,13,0,0,0,628,166,269,31,42,23,12,9,69,2,0,5,59,36,15,6,2,0,209,112,57,7,2,8,0,0,3,0,20,410,167,174,5,9,6,15,23,11,"3,760",93,227,172,132,31,70,20,1,386,8,655,6,617,536,717,89,0,112,71,37,0,1,0,3,276,111,30,18,50,11,2,6,0,0,17,3,5,1,11,0,11,79,62,12,0,0,0,5,0,0,0,0,0,51,40,1,3,0,0,6,1,0,0,0,0,0,0,909,521,41,1,3,4,0,9,12,274,5,15,24,932,186,14,7,43,13,46,2,55,5,71,47,192,10,57,0,116,13,22,33,69,40,5,7,8,0,0,2,4,0,0,0,3,0,0,0,0,0,74,3,71,0,0,0,0,0,59,43,0,0,11,0,0,0,3,2,0,"3,911","2,039",928,200,282,46,90,218,108,40,21,0,4,2,0,1,1,0,0,1,0,1,1,0,5,1,0,2,156,131,5,1,1,9,1,6,1,0,1,266,226,27,0,13,0,384,26,277,10,71,0,283,241,12,13,3,4,10,172,98,28,30,3,1,12,162,92,30,8,7,2,0,5,3,1,2,5,7,99,87,5,0,7,0,0,0,0,501,27,133,90,98,108,5,3,10,2,2,13,10,13,2,0,0,11,0,0,0,0,291,50,82,50,4,8,0,13,21,10,0,0,0,3,0,0,28,0,0,3,0,19,198,189,0,6,0,0,3,166,90,19,0,4,1,3,1,1,0,1,32,5,9,0
6,2011,206,200,6,280,161,70,32,17,148,66,82,0,0,0,67,52,15,0,0,0,667,153,299,39,39,24,17,15,70,4,0,7,70,37,21,8,4,0,211,123,47,5,1,14,0,0,4,0,17,424,183,169,8,9,8,8,26,13,"3,811",97,232,188,140,32,78,26,1,430,5,589,9,510,605,771,98,0,118,68,45,1,1,0,3,303,129,45,18,40,7,3,5,0,0,16,5,3,2,13,0,17,77,50,19,1,0,0,7,0,0,0,0,0,49,34,3,4,1,0,6,1,0,0,0,0,0,0,"1,021",575,55,2,2,3,2,6,14,311,11,18,22,979,151,14,6,48,16,55,4,59,4,84,49,217,10,53,3,126,12,25,43,81,50,5,11,8,3,0,0,3,0,0,0,1,0,0,0,0,0,100,3,96,0,0,0,0,1,72,56,0,0,10,0,0,0,4,2,0,"4,486","2,345","1,084",198,329,53,103,248,126,52,25,0,1,0,0,1,1,0,0,0,0,1,2,0,16,2,0,3,163,138,5,0,2,8,1,4,0,0,5,287,234,35,0,18,0,382,25,283,11,63,0,333,275,18,11,6,10,13,179,101,25,31,5,3,14,179,114,25,7,3,2,0,5,6,0,4,6,7,86,76,4,0,6,0,0,0,0,566,34,144,109,90,138,5,3,11,5,2,11,14,12,3,0,1,8,0,0,0,0,304,57,80,43,5,15,0,15,15,9,0,0,1,2,0,0,30,0,0,5,0,27,214,205,0,5,0,0,4,181,95,25,0,2,1,2,0,1,0,2,41,4,8,0
7,2011,199,194,5,264,148,64,28,24,154,72,82,0,0,0,67,50,17,0,0,0,655,160,286,31,44,22,15,12,69,7,0,9,66,36,18,7,5,0,197,116,46,6,4,12,0,0,2,0,11,378,176,152,5,5,4,4,21,11,"3,682",76,240,195,142,27,81,28,1,402,6,530,9,443,678,724,100,0,108,61,42,1,0,0,4,298,127,33,24,38,16,4,4,1,0,12,6,3,0,14,0,16,92,63,16,4,0,0,9,0,0,0,0,0,45,32,2,4,1,0,6,0,0,0,0,0,0,0,920,532,47,3,3,2,1,7,9,270,7,15,24,"1,009",154,13,4,91,18,57,4,50,7,83,40,226,11,48,1,135,15,16,36,85,57,3,9,5,1,0,1,2,0,0,0,7,0,0,0,0,0,93,5,86,1,0,0,0,1,59,48,0,0,6,0,0,0,4,1,0,"4,397","2,312","1,006",222,316,53,87,275,126,69,31,2,6,1,1,1,1,0,0,0,0,2,2,0,20,0,0,2,160,137,4,0,2,7,1,6,0,0,3,294,254,29,0,11,0,389,28,285,7,69,0,313,264,13,12,6,8,10,211,120,41,32,2,2,14,179,98,33,7,8,6,0,4,9,0,4,5,5,82,75,3,0,4,0,0,0,0,596,29,153,105,108,133,9,4,16,3,4,13,19,14,3,0,2,9,0,0,0,0,309,46,76,36,2,17,0,18,27,11,0,0,1,4,0,0,37,0,0,5,0,29,211,202,0,6,0,0,3,189,104,19,0,3,1,1,2,2,0,2,44,2,9,0
8,2011,227,221,6,313,173,89,27,24,148,63,85,0,0,0,71,50,21,0,0,0,740,180,317,46,54,15,15,21,74,12,0,6,63,31,18,9,5,0,222,108,61,9,2,16,0,0,2,0,24,409,188,160,6,7,5,8,23,12,"4,048",98,259,186,153,39,102,47,2,420,4,619,14,641,564,790,110,0,115,65,45,1,0,0,4,350,140,39,26,51,17,4,4,1,0,23,9,6,1,15,0,14,82,55,18,3,0,0,6,0,0,0,0,0,67,49,5,5,1,0,5,2,0,0,0,0,0,0,"1,106",637,52,1,2,3,0,6,11,335,8,23,28,"1,061",162,16,8,62,15,73,5,72,3,81,45,221,8,52,3,146,16,29,44,78,49,5,9,2,2,0,1,4,0,1,0,5,0,0,0,0,0,95,5,90,0,0,0,0,0,61,46,0,0,9,0,0,0,5,1,0,"4,841","2,547","1,119",250,354,61,99,253,158,56,34,1,2,1,3,0,0,0,0,0,0,3,1,0,7,0,0,4,189,160,3,0,2,8,1,7,0,0,8,321,268,35,0,18,0,470,26,339,13,92,0,381,314,18,16,6,13,14,220,131,45,21,6,3,14,208,116,35,9,5,9,0,7,8,1,3,5,10,117,110,2,0,5,0,0,0,0,655,40,167,135,113,135,10,6,16,4,3,13,13,13,5,0,1,7,0,0,0,0,317,62,75,36,4,21,0,15,16,14,0,0,0,2,0,0,35,0,0,4,0,33,240,228,0,7,0,0,5,182,93,25,1,2,0,2,1,2,0,1,46,3,6,0
9,2011,238,233,5,311,177,75,33,26,181,86,95,0,0,0,74,51,23,0,0,0,752,175,333,42,53,24,8,25,80,6,0,6,76,45,16,8,7,0,242,132,58,11,3,16,0,0,1,0,21,449,219,159,8,10,7,13,20,13,"4,400",113,262,186,187,42,110,40,1,461,3,638,17,698,656,873,113,0,127,68,54,0,0,0,5,363,155,44,26,47,19,4,2,2,0,19,8,7,1,16,0,13,72,47,18,2,0,0,5,0,0,0,0,0,68,51,3,6,2,0,6,0,0,0,0,0,0,0,"1,136",628,63,2,1,3,1,10,15,345,8,26,34,"1,161",179,20,8,71,16,71,6,67,8,98,42,246,9,66,2,169,14,25,44,85,50,4,12,9,1,1,1,3,0,0,0,4,0,0,0,0,0,77,1,75,0,0,0,0,1,60,47,0,0,10,0,0,0,2,1,0,"5,398","2,825","1,240",255,418,65,103,312,180,71,43,0,6,2,1,0,1,0,0,0,0,5,1,0,4,2,0,6,214,180,4,4,3,7,2,11,0,0,3,327,280,33,0,14,0,491,40,340,15,96,0,412,337,17,18,10,9,21,238,137,48,34,4,3,12,200,114,35,9,6,11,0,3,7,1,2,4,8,114,107,4,0,3,0,0,0,0,715,49,179,156,107,146,15,9,16,5,1,14,18,18,4,0,3,11,0,0,0,0,360,77,95,38,4,21,0,22,6,18,0,0,2,3,0,0,37,0,0,4,0,33,254,245,0,7,0,0,2,177,89,26,1,1,0,3,1,2,0,2,40,4,8,0
10,2011,238,225,13,291,159,81,31,20,187,92,95,0,0,0,75,47,28,0,0,0,698,179,317,36,42,17,13,12,72,7,0,3,76,46,21,5,4,0,219,123,56,10,2,12,0,0,2,0,14,455,223,164,11,8,3,7,26,13,"4,309",111,245,187,158,48,122,39,2,447,3,652,14,624,680,860,117,0,109,63,44,0,0,0,2,347,149,41,23,48,16,4,5,0,0,16,5,10,2,14,0,14,78,47,16,3,0,0,12,0,0,0,0,0,66,47,4,8,0,0,7,0,0,0,0,0,0,0,"1,087",624,57,1,2,0,0,7,10,339,12,19,16,"1,066",159,17,9,68,22,58,6,63,5,86,47,219,7,69,4,146,11,31,39,99,61,5,14,8,1,1,2,5,0,1,0,1,0,0,0,0,0,90,2,87,0,0,1,0,0,63,51,0,0,7,0,0,0,2,3,0,"5,090","2,654","1,165",264,393,62,111,278,163,48,31,0,2,1,0,0,1,0,0,0,0,4,1,0,0,2,0,6,196,162,2,3,4,8,1,10,0,0,6,309,255,37,0,17,0,465,39,334,13,79,0,366,301,16,14,7,9,19,214,130,38,27,3,4,12,187,109,30,7,6,5,0,6,10,1,5,3,5,94,84,6,0,4,0,0,0,0,671,40,163,126,102,154,10,9,20,9,5,14,19,19,5,0,0,14,0,0,0,0,305,54,81,24,6,12,0,20,20,11,0,0,0,3,0,0,35,0,0,5,0,34,251,248,0,2,0,0,1,184,99,24,3,3,0,2,0,3,0,3,35,4,8,0
11,2011,271,254,17,322,176,85,39,22,205,102,103,0,0,0,87,58,29,0,0,0,800,177,370,52,55,19,12,20,80,8,0,7,79,50,22,4,3,0,249,133,54,17,4,17,0,0,2,0,22,522,240,217,9,8,3,9,25,11,"4,396",125,278,194,167,47,117,56,1,470,6,642,14,536,653,951,139,0,139,74,58,0,0,0,7,399,175,45,28,52,17,5,3,1,0,25,8,9,2,13,0,16,76,52,13,4,0,0,7,0,0,0,0,0,92,65,3,13,1,0,7,2,0,0,1,0,0,0,"1,215",701,58,1,2,3,3,11,13,355,11,29,28,"1,221",156,17,11,68,24,73,3,74,6,100,47,276,10,68,2,179,17,34,56,97,60,5,10,5,2,1,0,3,0,1,0,10,0,0,0,0,0,92,4,86,1,0,0,0,1,75,53,0,0,14,0,0,0,7,1,0,"5,600","2,920","1,312",270,428,84,113,303,170,76,40,3,8,3,3,1,1,0,0,0,0,3,2,0,2,4,0,6,210,177,3,5,3,6,1,11,0,0,4,333,282,30,0,21,0,518,41,379,14,84,0,399,324,22,12,9,12,20,245,134,50,35,4,5,17,226,148,27,9,8,6,0,8,7,2,4,2,5,126,121,4,0,1,0,0,0,0,731,49,188,140,98,163,10,10,21,5,8,21,18,21,5,0,2,14,0,0,0,0,348,64,98,41,4,9,0,28,17,9,0,0,0,4,0,0,42,0,0,5,0,27,268,261,0,5,0,0,2,185,102,23,2,2,0,1,0,3,0,2,36,4,10,0
12,2011,317,301,16,391,200,116,44,31,253,121,132,0,0,0,112,59,53,0,0,0,"1,022",226,448,50,67,27,20,23,137,16,0,8,92,52,24,9,7,0,320,180,68,17,4,21,0,0,2,0,28,609,280,248,9,11,5,20,26,10,"5,359",149,315,224,213,52,145,51,1,632,8,804,20,682,759,"1,143",161,0,172,93,72,1,0,0,6,443,206,36,29,79,13,2,3,1,0,35,10,9,1,17,0,2,87,58,16,4,0,0,9,0,0,0,0,0,94,62,3,14,1,0,11,2,0,0,1,0,0,0,"1,451",832,66,4,2,4,2,11,15,436,14,31,34,"1,533",280,23,11,96,31,77,4,95,7,122,58,305,11,86,2,210,16,36,63,115,86,5,7,5,1,1,4,4,0,0,0,2,0,0,0,0,0,113,5,104,1,0,2,0,1,90,68,0,0,16,0,0,0,4,2,0,"6,713","3,499","1,563",337,500,100,141,386,187,90,43,3,8,3,3,4,2,0,0,0,0,3,3,0,9,5,0,4,266,207,8,4,4,13,3,19,0,0,8,421,362,36,0,23,0,629,43,470,17,99,0,458,380,28,12,9,10,19,307,181,54,45,8,2,17,275,172,33,11,10,7,0,10,10,3,6,4,9,150,145,5,0,0,0,0,0,0,874,56,213,178,133,195,14,13,19,7,7,25,14,24,7,0,2,15,0,0,0,0,452,80,120,42,8,15,0,36,20,15,0,0,4,5,0,0,66,0,0,5,0,36,340,335,0,4,0,0,1,232,124,26,3,3,1,2,0,3,0,5,48,7,10,0
